Count,Region,Guild,Player,UID,CP,FDU,FDD,Total Finals,Tribulation,Has Chaos,Updated?
533,NA,Divinity,☀️Stardust💫,81025670636,16.12,109.1,136.6,245.7,CI2,N,Y
534,NA,StarWar,PIGPIGPIG,81010072348,17.31,113.8,131.7,245.5,CI3,N,Y
535,NA,Liberation,BrokenAxis,81005037038,31.74,118.8,125.9,244.7,SI1,N,AFK
536,NA,Underdogs,𝕌𝔻|Immy,81007386357,16.86,110.8,131.3,242.1,CI2,N,AFK
537,NA,Divinity,☀️Viren,81025340476,20.11,118.5,123,241.5,CI3,N,Y
538,NA,Liberation,ℒ•Blazer,81001058162,35.68,99.5,141.6,241.1,SI3,N,AFK
539,NA,Liberation,Calmypal,81003403648,88.37,99.4,141,240.4,GI3,N,Y
540,NA,Underdogs,𝕌𝔻Kataran༻,81007752487,36.55,105.9,132.8,238.7,SI2,N,Y
541,NA,Liberation,🛡️Myionos🛡️,81001263930,51.28,103.7,132.4,236.1,GI2,N,AFK
542,NA,DownFall,BabySlend,81013810930,3.84,102.2,120.4,222.6,GA2,N,Y
543,NA,Liberation,🛡️Iseul🛡️,81002219911,9.27,96,107.9,203.9,TI3,N,AFK
544,NA,UnderWorld,UW|Fun⭐️Fact,81019281891,13.93,83.4,120.4,203.8,CI3,N,Y
545,NA,CosaNostra,Cherrez1415,81014886425,16.57,87.4,115.8,203.2,CI2,N,AFK
546,NA,Liberation,Momo16,81003013791,35.12,89.9,113,202.9,SI3,N,AFK
547,NA,Divinity,☀️Weslee67,81025330240,13.93,90.6,107.8,198.4,CI1,N,Y
548,NA,Liberation,TTVBROTHAJOE,81005963524,15.73,79,118.1,197.1,CI2,N,AFK
549,NA,CosaNostra,¿ıuıɯ?❤️🤖,81019039417,10.59,87.7,106.1,193.8,CI2,N,AFK
550,NA,CosaNostra,ᱬχHammzzᱬ,81018257202,10.45,79.5,106.5,186,CI1,N,AFK
551,NA,Liberation,Calmypal2,81003441516,26.51,69.6,110.4,180,SI1,N,AFK
552,NA,Liberation,🛡️Nvasive🛡️,81002723068,5.89,74.4,101.5,175.9,TI2,N,AFK
553,NA,StarWar,R⭐️Gamestar4,81008242434,12.84,70.1,95.1,165.2,CI2,N,Y
554,NA,Dominion,Jimbei10,81004244462,5.25,64.6,97.3,161.9,TI3,N,Y
555,NA,Underdogs,UD|Bloodking,81009779849,9.88,69.1,90.2,159.3,CI2,N,AFK
556,NA,Underdogs,𝕌𝔻|Jinwoo,81008252962,4.61,67.4,81.4,148.8,TI3,N,AFK
557,NA,Divinity,☀️£Xyren£☀️,81025514802,11.77,65.6,82.6,148.2,CI2,N,Y
558,NA,Underdogs,🐻👑KumaKmdr,81007856695,8.05,54.6,92.2,146.8,TI3,N,AFK
559,NA,Divinity,這|Zoro|☀️,81025677267,8.63,65.6,78,143.6,CI1,N,Y
560,NA,UnderWorld,Thanye,81016954863,3.97,65.5,75.6,141.1,TI2,N,Y
561,NA,CosaNostra,chugs❤️💀🤖,81017131778,9.49,49,88.1,137.1,CI1,N,AFK
562,NA,Divinity,☀️|yo⁺⁵⁹³,81025289840,5.67,60.9,75.2,136.1,TI2,N,Y
563,NA,Dominion,🦅short💦,81004549639,5.55,62.1,71.5,133.6,TI3,N,AFK
564,NA,CosaNostra,Grand❤️💀🤖,81016373993,6.01,57,75.5,132.5,TI3,N,AFK
565,NA,StarWar,Train,81012032678,7.83,56.9,75.3,132.2,CI1,N,Y
566,NA,Underdogs,천칭자리🤭저울,81008260678,9.26,56.2,74.9,131.1,CI2,N,Y
567,NA,Divinity,☀️愛Zen,81025660227,3.04,56.3,73.3,129.6,TI1,N,Y
568,NA,Liberation,🛡️XENOS🛡️,81000100190,4.63,55.2,72.4,127.6,TI1,N,AFK
569,NA,Divinity,☀️T、K,81024079076,0.809,45.6,73.9,119.5,BI3,N,Y
570,NA,HeavenFighters,HF-Latias☀,81025173752,3.9,45.5,66.6,112.1,TI1,N,Y
571,NA,Dominion,batcat,81004510750,1.61,50.5,60.2,110.7,GA3,N,Y
572,NA,CosaNostra,Lord❤️💀🤖,81014124356,3.99,43.2,67.3,110.5,TI2,N,AFK
573,NA,CosaNostra,Sýnin,81015963926,6.15,48.3,57,105.3,CI1,N,AFK
574,NA,Divinity,☀️Tide🌊,81022108088,1.34,32.9,57.7,90.6,GA3,N,Y
575,NA,CosaNostra,EmperorLatil,81016133151,2.19,34.5,51.8,86.3,GA3,N,AFK
576,NA,UnderWorld,UW.Capibara,81014310645,0.264,38.4,43,81.4,BI3,N,Y
577,NA,Dominion,🦇,81004531067,0.413,33.3,45.7,79,GA1,N,Y
578,NA,Liberation,Biddi87297,81006324843,4.9,34.6,41.8,76.4,TI3,N,AFK
579,NA,CosaNostra,Papa-Ether,81018803007,0.561,32.2,38.6,70.8,GA1,N,AFK
580,NA,CosaNostra,Kaden,81017443491,1.4,25.9,43.4,69.3,GA3,N,AFK
581,NA,CosaNostra,Rakrak,81014110576,3.09,25.7,43.1,68.8,TI2,N,AFK
582,NA,Divinity,☀️zero𒆙,81019992587,0.86,25.7,39.8,65.5,GA1,N,Y
583,NA,Liberation,Invicta,81006178233,0.83,21.5,41.5,63,GA2,N,AFK
584,NA,Underdogs,VENOM-GRMPS,81007223266,1.55,20.4,40.5,60.9,TI1,N,Y
585,NA,UnderWorld,(UW)ChopChop,81019032658,0.2,30.7,26.3,57,Bi3,N,Y
586,NA,Divinity,☀️榮耀•之王,81025021868,1.1,19.2,37.1,56.3,GA3,N,Y
587,NA,UnderWorld,(UW)Peaches,81019014019,0.201,26.7,24.7,51.4,BI3,N,Y
588,NA,CosaNostra,🍑.Mango,81015952480,0.769,13.9,34.5,48.4,GA2,N,AFK
589,NA,CosaNostra,Jarrylarry,81016588087,0.107,15.4,22.2,37.6,BI2,N,AFK
590,NA,Dominion,⚔︎H4H⚔︎,81002400763,0.034,15.9,19.5,35.4,VT3,N,Y
591,NA,CosaNostra,stinkystonk,81017161619,0.076,5.4,21.7,27.1,BI2,N,AFK
592,NA,CosaNostra,Spicy❤️💀🤖,81013676259,0.136,9.7,12.2,21.9,BI2,N,AFK
593,NA,CosaNostra,miniature,81013611095,0.028,6.5,13.5,20,VT1,N,AFK
594,NA,CosaNostra,yaz,81018032090,0.024,3.1,6.6,9.7,VT2,N,AFK
